start_date,end_date,vendor_code,vendor_name,invoice date,invoice#,customer,part_code,product_name,vintage,qty,sell_price,sold for,invoice_count,cases_sold,da_amount,da_total,date_active,expiration,da_hit,active
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-17,216421,Acc_f10f42,32837.0,Prod_70483831,,3.0,54.44,46.09,1.0,3.0,2.5,7.5,2024-10-14,2029-12-31,true,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-16,216437,Acc_2a86d7,32837.0,Prod_70483831,,1.0,54.44,58.8,1.0,1.0,2.5,2.5,2024-10-14,2029-12-31,false,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-17,216446,Acc_121414,32837.0,Prod_70483831,,3.0,54.44,53.14,1.0,3.0,2.5,7.5,2024-10-14,2029-12-31,true,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-24,216582,Acc_d50ce1,32837.0,Prod_70483831,,2.0,54.44,47.56,1.0,2.0,2.5,5.0,2024-10-14,2029-12-31,true,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-24,216583,Acc_6233e4,32837.0,Prod_70483831,,1.0,54.44,52.2,1.0,1.0,2.5,2.5,2024-10-14,2029-12-31,true,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-23,216594,Acc_995252,32837.0,Prod_70483831,,1.0,54.44,61.49,1.0,1.0,2.5,2.5,2024-10-14,2029-12-31,false,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-24,216612,Acc_121414,32837.0,Prod_70483831,,3.0,54.44,52.36,1.0,3.0,2.5,7.5,2024-10-14,2029-12-31,true,true
2025-06-01,2025-06-30,124,VNDR_86SLSZ,2025-06-24,216583,Acc_6233e4,33275.0,Prod_83811548,,12.0,13.99,13.96,1.0,1.0,6.0,6.0,2025-04-29,2029-12-31,true,true
2025-06-01,2025-06-30,94,VNDR_ZNP5OO,2025-06-18,216467,Acc_8aa2c6,33472.0,Prod_31032762,,12.0,9.99,9.54,1.0,1.0,3.0,3.0,2025-05-30,2029-12-31,true,true
2025-06-01,2025-06-30,306,VNDR_41N4OZ,2025-06-26,216686,Acc_32b47e,33840.0,Prod_27414487,,12.0,9999.0,17.25,1.0,1.0,18.0,18.0,2024-09-01,2029-12-31,true,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-04,216177,Acc_ec4890,34217.0,Prod_10550247,,1.0,44.014084507042256,50.72,1.0,1.0,2.5,2.5,2024-10-14,2029-12-31,false,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-09,216280,Acc_995252,34217.0,Prod_10550247,,1.0,44.014084507042256,49.45,1.0,1.0,2.5,2.5,2024-10-14,2029-12-31,false,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-16,216438,Acc_995252,34217.0,Prod_10550247,,1.0,44.014084507042256,50.95,1.0,1.0,2.5,2.5,2024-10-14,2029-12-31,false,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-18,216463,Acc_ec4890,34217.0,Prod_10550247,,1.0,44.014084507042256,50.26,1.0,1.0,2.5,2.5,2024-10-14,2029-12-31,false,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-24,216582,Acc_d50ce1,34217.0,Prod_10550247,,3.0,44.014084507042256,41.76,1.0,3.0,2.5,7.5,2024-10-14,2029-12-31,true,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-24,216584,Acc_f10f42,34217.0,Prod_10550247,,3.0,44.014084507042256,41.23,1.0,3.0,2.5,7.5,2024-10-14,2029-12-31,true,true
2025-06-01,2025-06-30,117,VNDR_0C67ZD,2025-06-04,216193,Acc_d358bd,35494.0,Prod_81144785,,12.0,11.99,12.2,1.0,1.0,12.0,12.0,2025-05-12,2029-12-31,false,true
2025-06-01,2025-06-30,117,VNDR_0C67ZD,2025-06-11,216339,Acc_d358bd,35494.0,Prod_81144785,,12.0,11.99,11.56,1.0,1.0,12.0,12.0,2025-05-12,2029-12-31,true,true
2025-06-01,2025-06-30,117,VNDR_0C67ZD,2025-06-24,216613,Acc_b0634e,35494.0,Prod_81144785,,12.0,11.99,12.0,1.0,1.0,12.0,12.0,2025-05-12,2029-12-31,false,true
2025-06-01,2025-06-30,117,VNDR_0C67ZD,2025-06-25,216648,Acc_8b08ae,35494.0,Prod_81144785,,12.0,11.99,12.92,1.0,1.0,12.0,12.0,2025-05-12,2029-12-31,false,true
2025-06-01,2025-06-30,117,VNDR_0C67ZD,2025-06-25,216670,Acc_d358bd,35494.0,Prod_81144785,,12.0,11.99,12.17,1.0,1.0,12.0,12.0,2025-05-12,2029-12-31,false,true
2025-06-01,2025-06-30,124,VNDR_86SLSZ,2025-06-02,216117,Acc_6c78fe,36400.0,Prod_23996703,,12.0,15.99,18.53,1.0,1.0,6.0,6.0,2025-04-29,2029-12-31,false,true
2025-06-01,2025-06-30,124,VNDR_86SLSZ,2025-06-09,216285,Acc_d2066f,36400.0,Prod_23996703,,12.0,15.99,15.81,1.0,1.0,6.0,6.0,2025-04-29,2029-12-31,true,true
2025-06-01,2025-06-30,124,VNDR_86SLSZ,2025-06-16,216425,Acc_2785a5,36400.0,Prod_23996703,,12.0,15.99,16.37,1.0,1.0,6.0,6.0,2025-04-29,2029-12-31,false,true
2025-06-01,2025-06-30,124,VNDR_86SLSZ,2025-06-18,216481,Acc_8b08ae,36400.0,Prod_23996703,,12.0,15.99,16.4,1.0,1.0,6.0,6.0,2025-04-29,2029-12-31,false,true
2025-06-01,2025-06-30,124,VNDR_86SLSZ,2025-06-24,216583,Acc_6233e4,36400.0,Prod_23996703,,12.0,15.99,18.32,1.0,1.0,6.0,6.0,2025-04-29,2029-12-31,false,true
2025-06-01,2025-06-30,9,VNDR_93N529,2025-06-04,216177,Acc_ec4890,37696.0,Prod_12566985,,12.0,12.99,14.75,1.0,1.0,6.0,6.0,2025-05-12,2029-12-31,false,true
2025-06-01,2025-06-30,9,VNDR_93N529,2025-06-09,216273,Acc_4cfbbf,37696.0,Prod_12566985,,12.0,12.99,13.57,1.0,1.0,6.0,6.0,2025-05-12,2029-12-31,false,true
2025-06-01,2025-06-30,9,VNDR_93N529,2025-06-16,216357,Acc_f2c9d9,37696.0,Prod_12566985,,12.0,12.99,13.08,1.0,1.0,6.0,6.0,2025-05-12,2029-12-31,false,true
2025-06-01,2025-06-30,9,VNDR_93N529,2025-06-17,216447,Acc_1da4d7,37696.0,Prod_12566985,,12.0,12.99,12.98,1.0,1.0,6.0,6.0,2025-05-12,2029-12-31,true,true
2025-06-01,2025-06-30,9,VNDR_93N529,2025-06-23,216568,Acc_4cfbbf,37696.0,Prod_12566985,,12.0,12.99,12.2,1.0,1.0,6.0,6.0,2025-05-12,2029-12-31,true,true
2025-06-01,2025-06-30,341,VNDR_3X4SNI,2025-06-11,216311,Acc_d7a59e,37829.0,Prod_53184412,,12.0,12.25,12.71,1.0,1.0,10.0,10.0,2024-08-15,2029-12-31,false,true
2025-06-01,2025-06-30,306,VNDR_41N4OZ,2025-06-11,216309,Acc_cd19a1,39709.0,Prod_86302071,,12.0,9999.0,16.26,1.0,1.0,12.0,12.0,2024-09-01,2029-12-31,true,true
2025-06-01,2025-06-30,306,VNDR_41N4OZ,2025-06-16,216379,Acc_0d2eaf,39709.0,Prod_86302071,,12.0,9999.0,17.05,1.0,1.0,12.0,12.0,2024-09-01,2029-12-31,true,true
2025-06-01,2025-06-30,306,VNDR_41N4OZ,2025-06-18,216492,Acc_1832ec,39709.0,Prod_86302071,,24.0,9999.0,16.85,1.0,2.0,12.0,24.0,2024-09-01,2029-12-31,true,true
2025-06-01,2025-06-30,306,VNDR_41N4OZ,2025-06-26,216596,Acc_6c78fe,39709.0,Prod_86302071,,36.0,9999.0,17.08,1.0,3.0,12.0,36.0,2024-09-01,2029-12-31,true,true
2025-06-01,2025-06-30,306,VNDR_41N4OZ,2025-06-25,216634,Acc_0aafaf,39709.0,Prod_86302071,,12.0,9999.0,17.6,1.0,1.0,12.0,12.0,2024-09-01,2029-12-31,true,true
2025-06-01,2025-06-30,9,VNDR_93N529,2025-06-23,216576,Acc_ce487e,40015.0,Prod_59929593,,12.0,12.49,15.1,1.0,1.0,10.0,10.0,2025-05-12,2029-12-31,false,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-10,216251,Acc_d50ce1,40090.0,Prod_37240724,,3.0,68.80281690140846,57.18,1.0,3.0,2.5,7.5,2024-10-14,2029-12-31,true,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-11,216337,Acc_46ccfc,40090.0,Prod_37240724,,1.0,68.80281690140846,76.76,1.0,1.0,2.5,2.5,2024-10-14,2029-12-31,false,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-24,216584,Acc_f10f42,40090.0,Prod_37240724,,4.0,68.80281690140846,61.32,1.0,4.0,2.5,10.0,2024-10-14,2029-12-31,true,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-23,216594,Acc_995252,40090.0,Prod_37240724,,1.0,68.80281690140846,73.78,1.0,1.0,2.5,2.5,2024-10-14,2029-12-31,false,true
2025-06-01,2025-06-30,341,VNDR_3X4SNI,2025-06-16,216379,Acc_0d2eaf,45490.0,Prod_17587730,,12.0,9999.0,13.87,1.0,1.0,15.0,15.0,2024-11-01,2024-12-31,true,false
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-03,216097,Acc_d50ce1,46593.0,Prod_40866401,,3.0,49.929577464788736,44.63,1.0,3.0,2.5,7.5,2024-10-14,2029-12-31,true,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-02,216103,Acc_dcab33,46593.0,Prod_40866401,,1.0,49.929577464788736,55.43,1.0,1.0,2.5,2.5,2024-10-14,2029-12-31,false,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-10,216253,Acc_f10f42,46593.0,Prod_40866401,,3.0,49.929577464788736,45.95,1.0,3.0,2.5,7.5,2024-10-14,2029-12-31,true,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-13,216393,Acc_1da4d7,46593.0,Prod_40866401,,3.0,49.929577464788736,48.75,1.0,3.0,2.5,7.5,2024-10-14,2029-12-31,true,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-16,216437,Acc_2a86d7,46593.0,Prod_40866401,,1.0,49.929577464788736,54.3,1.0,1.0,2.5,2.5,2024-10-14,2029-12-31,false,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-16,216438,Acc_995252,46593.0,Prod_40866401,,1.0,49.929577464788736,56.28,1.0,1.0,2.5,2.5,2024-10-14,2029-12-31,false,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-18,216463,Acc_ec4890,46593.0,Prod_40866401,,1.0,49.929577464788736,55.94,1.0,1.0,2.5,2.5,2024-10-14,2029-12-31,false,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-23,216572,Acc_dcab33,46593.0,Prod_40866401,,1.0,49.929577464788736,54.63,1.0,1.0,2.5,2.5,2024-10-14,2029-12-31,false,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-24,216582,Acc_d50ce1,46593.0,Prod_40866401,,3.0,49.929577464788736,43.45,1.0,3.0,2.5,7.5,2024-10-14,2029-12-31,true,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-26,216622,Acc_dcab33,46593.0,Prod_40866401,,1.0,49.929577464788736,58.54,1.0,1.0,2.5,2.5,2024-10-14,2029-12-31,false,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-25,216631,Acc_1683fd,46593.0,Prod_40866401,,1.0,49.929577464788736,56.4,1.0,1.0,2.5,2.5,2024-10-14,2029-12-31,false,true
2025-06-01,2025-06-30,254,VNDR_HZSNV3,2025-06-03,216136,Acc_3ec4f7,48506.0,Prod_83489639,,12.0,6.0,5.4,1.0,1.0,7.5,7.5,2024-09-01,2029-12-31,true,true
2025-06-01,2025-06-30,254,VNDR_HZSNV3,2025-06-03,216137,Acc_72fdf8,48506.0,Prod_83489639,,12.0,6.0,5.15,1.0,1.0,7.5,7.5,2024-09-01,2029-12-31,true,true
2025-06-01,2025-06-30,254,VNDR_HZSNV3,2025-06-09,216261,Acc_45050b,48506.0,Prod_83489639,,12.0,6.0,5.2,1.0,1.0,7.5,7.5,2024-09-01,2029-12-31,true,true
2025-06-01,2025-06-30,254,VNDR_HZSNV3,2025-06-19,216540,Acc_d8f142,48506.0,Prod_83489639,,12.0,6.0,5.13,1.0,1.0,7.5,7.5,2024-09-01,2029-12-31,true,true
2025-06-01,2025-06-30,254,VNDR_HZSNV3,2025-06-24,216615,Acc_72fdf8,48506.0,Prod_83489639,,12.0,6.0,5.04,1.0,1.0,7.5,7.5,2024-09-01,2029-12-31,true,true
2025-06-01,2025-06-30,9,VNDR_93N529,2025-06-02,216116,Acc_995252,49882.0,Prod_51843826,,12.0,13.99,11.82,1.0,1.0,12.0,12.0,2025-05-12,2029-12-31,true,true
2025-06-01,2025-06-30,9,VNDR_93N529,2025-06-23,216594,Acc_995252,49882.0,Prod_51843826,,12.0,13.99,11.74,1.0,1.0,12.0,12.0,2025-05-12,2029-12-31,true,true
2025-06-01,2025-06-30,9,VNDR_93N529,2025-06-25,216674,Acc_e324f1,49882.0,Prod_51843826,,36.0,13.99,9.67,1.0,3.0,12.0,36.0,2025-05-12,2029-12-31,true,true
2025-06-01,2025-06-30,197,VNDR_F2Q3AP,2025-06-04,216177,Acc_ec4890,52417.0,Prod_19415512,,12.0,11.99,13.35,1.0,1.0,12.0,12.0,2025-04-11,2029-12-31,false,true
2025-06-01,2025-06-30,254,VNDR_HZSNV3,2025-06-09,216261,Acc_45050b,53427.0,Prod_79681798,,12.0,6.0,5.53,1.0,1.0,7.5,7.5,2024-09-01,2029-12-31,true,true
2025-06-01,2025-06-30,254,VNDR_HZSNV3,2025-06-16,216434,Acc_d73579,53427.0,Prod_79681798,,24.0,6.0,4.97,1.0,2.0,7.5,15.0,2024-09-01,2029-12-31,true,true
2025-06-01,2025-06-30,9,VNDR_93N529,2025-06-11,216330,Acc_ec4890,54261.0,Prod_58838304,,12.0,9999.0,9.12,1.0,1.0,5.31,5.31,2024-05-01,2025-05-11,true,false
2025-06-01,2025-06-30,9,VNDR_93N529,2025-06-12,216392,Acc_f6bf2c,54261.0,Prod_58838304,,12.0,9999.0,9.73,1.0,1.0,5.31,5.31,2024-05-01,2025-05-11,true,false
2025-06-01,2025-06-30,124,VNDR_86SLSZ,2025-06-24,216583,Acc_6233e4,55039.0,Prod_11287460,,12.0,15.99,15.73,1.0,1.0,6.0,6.0,2025-04-29,2029-12-31,true,true
2025-06-01,2025-06-30,197,VNDR_F2Q3AP,2025-06-04,216042,Acc_661352,57093.0,Prod_84082141,,24.0,20.99,19.78,1.0,2.0,24.0,48.0,2025-04-11,2030-01-04,true,true
2025-06-01,2025-06-30,197,VNDR_F2Q3AP,2025-06-09,216248,Acc_7f433b,57093.0,Prod_84082141,,12.0,20.99,22.36,1.0,1.0,24.0,24.0,2025-04-11,2030-01-04,false,true
2025-06-01,2025-06-30,254,VNDR_HZSNV3,2025-06-16,216434,Acc_d73579,57195.0,Prod_38810254,,12.0,6.0,4.82,1.0,1.0,7.5,7.5,2024-09-01,2029-12-31,true,true
2025-06-01,2025-06-30,306,VNDR_41N4OZ,2025-06-09,216274,Acc_bfadf0,59990.0,Prod_50710633,,12.0,9999.0,14.21,1.0,1.0,8.0,8.0,2024-09-01,2029-12-31,true,true
2025-06-01,2025-06-30,177,VNDR_L7K6PE,2025-06-11,216325,Acc_f97037,60492.0,Prod_79688250,,12.0,12.5,17.14,1.0,1.0,15.51,15.51,2024-09-01,2029-12-31,false,true
2025-06-01,2025-06-30,177,VNDR_L7K6PE,2025-06-12,216367,Acc_68af73,60492.0,Prod_79688250,,24.0,12.5,15.09,1.0,2.0,15.51,31.02,2024-09-01,2029-12-31,false,true
2025-06-01,2025-06-30,177,VNDR_L7K6PE,2025-06-19,216548,Acc_d5763b,60492.0,Prod_79688250,,12.0,12.5,17.24,1.0,1.0,15.51,15.51,2024-09-01,2029-12-31,false,true
2025-06-01,2025-06-30,9,VNDR_93N529,2025-06-02,216114,Acc_92841f,61226.0,Prod_60294145,,12.0,10.49,12.41,1.0,1.0,7.5,7.5,2025-05-12,2029-12-31,false,true
2025-06-01,2025-06-30,9,VNDR_93N529,2025-06-03,216154,Acc_4cfbbf,61226.0,Prod_60294145,,12.0,10.49,9.85,1.0,1.0,7.5,7.5,2025-05-12,2029-12-31,true,true
2025-06-01,2025-06-30,9,VNDR_93N529,2025-06-10,216292,Acc_92841f,61226.0,Prod_60294145,,12.0,10.49,12.28,1.0,1.0,7.5,7.5,2025-05-12,2029-12-31,false,true
2025-06-01,2025-06-30,9,VNDR_93N529,2025-06-16,216419,Acc_77ebfe,61226.0,Prod_60294145,,24.0,10.49,13.07,1.0,2.0,7.5,15.0,2025-05-12,2029-12-31,false,true
2025-06-01,2025-06-30,9,VNDR_93N529,2025-06-18,216495,Acc_c5fd04,61226.0,Prod_60294145,,12.0,10.49,12.88,1.0,1.0,7.5,7.5,2025-05-12,2029-12-31,false,true
2025-06-01,2025-06-30,94,VNDR_ZNP5OO,2025-06-04,216163,Acc_eb6ae8,61399.0,Prod_43674400,,12.0,9.99,10.18,1.0,1.0,3.0,3.0,2025-05-30,2029-12-31,false,true
2025-06-01,2025-06-30,94,VNDR_ZNP5OO,2025-06-18,216469,Acc_9d4c51,61399.0,Prod_43674400,,24.0,9.99,9.49,1.0,2.0,3.0,6.0,2025-05-30,2029-12-31,true,true
2025-06-01,2025-06-30,94,VNDR_ZNP5OO,2025-06-19,216548,Acc_d5763b,61399.0,Prod_43674400,,12.0,9.99,9.54,1.0,1.0,3.0,3.0,2025-05-30,2029-12-31,true,true
2025-06-01,2025-06-30,274,VNDR_QHLJ4I,2025-06-02,216089,Acc_1d93fb,62347.0,Prod_91117420,,6.0,9999.0,20.51,1.0,1.0,6.0,6.0,2024-09-01,2029-12-31,true,true
2025-06-01,2025-06-30,274,VNDR_QHLJ4I,2025-06-09,216265,Acc_2eec55,62347.0,Prod_91117420,,6.0,9999.0,24.91,1.0,1.0,6.0,6.0,2024-09-01,2029-12-31,true,true
2025-06-01,2025-06-30,274,VNDR_QHLJ4I,2025-06-17,216447,Acc_1da4d7,62347.0,Prod_91117420,,6.0,9999.0,21.98,1.0,1.0,6.0,6.0,2024-09-01,2029-12-31,true,true
2025-06-01,2025-06-30,274,VNDR_QHLJ4I,2025-06-24,216584,Acc_f10f42,62347.0,Prod_91117420,,6.0,9999.0,21.4,1.0,1.0,6.0,6.0,2024-09-01,2029-12-31,true,true
2025-06-01,2025-06-30,274,VNDR_QHLJ4I,2025-06-03,216132,Acc_2eec55,62349.0,Prod_49009496,,18.0,9999.0,21.93,1.0,3.0,12.0,36.0,2024-09-01,2029-12-31,true,true
2025-06-01,2025-06-30,274,VNDR_QHLJ4I,2025-06-04,216179,Acc_f97037,62349.0,Prod_49009496,,6.0,9999.0,24.01,1.0,1.0,12.0,12.0,2024-09-01,2029-12-31,true,true
2025-06-01,2025-06-30,274,VNDR_QHLJ4I,2025-06-04,216192,Acc_36bd6b,62349.0,Prod_49009496,,12.0,9999.0,20.62,1.0,2.0,12.0,24.0,2024-09-01,2029-12-31,true,true
2025-06-01,2025-06-30,274,VNDR_QHLJ4I,2025-06-09,216265,Acc_2eec55,62349.0,Prod_49009496,,18.0,9999.0,22.03,1.0,3.0,12.0,36.0,2024-09-01,2029-12-31,true,true
2025-06-01,2025-06-30,274,VNDR_QHLJ4I,2025-06-11,216338,Acc_36bd6b,62349.0,Prod_49009496,,12.0,9999.0,20.59,1.0,2.0,12.0,24.0,2024-09-01,2029-12-31,true,true
2025-06-01,2025-06-30,274,VNDR_QHLJ4I,2025-06-19,216465,Acc_dcab33,62349.0,Prod_49009496,,6.0,9999.0,22.32,1.0,1.0,12.0,12.0,2024-09-01,2029-12-31,true,true
2025-06-01,2025-06-30,274,VNDR_QHLJ4I,2025-06-18,216502,Acc_36bd6b,62349.0,Prod_49009496,,12.0,9999.0,20.78,1.0,2.0,12.0,24.0,2024-09-01,2029-12-31,true,true
2025-06-01,2025-06-30,274,VNDR_QHLJ4I,2025-06-24,216603,Acc_2eec55,62349.0,Prod_49009496,,30.0,9999.0,21.08,1.0,5.0,12.0,60.0,2024-09-01,2029-12-31,true,true
2025-06-01,2025-06-30,274,VNDR_QHLJ4I,2025-06-25,216662,Acc_36bd6b,62349.0,Prod_49009496,,18.0,9999.0,22.06,1.0,3.0,12.0,36.0,2024-09-01,2029-12-31,true,true
2025-06-01,2025-06-30,306,VNDR_41N4OZ,2025-06-04,216194,Acc_46565f,64478.0,Prod_47822944,,12.0,9999.0,13.7,1.0,1.0,10.0,10.0,2024-09-01,2029-12-31,true,true
2025-06-01,2025-06-30,341,VNDR_3X4SNI,2025-06-02,216118,Acc_598d56,69040.0,Prod_68678683,,24.0,15.97,14.5,1.0,2.0,12.0,24.0,2024-08-15,2029-12-31,true,true
2025-06-01,2025-06-30,341,VNDR_3X4SNI,2025-06-16,216379,Acc_0d2eaf,69040.0,Prod_68678683,,12.0,15.97,16.33,1.0,1.0,12.0,12.0,2024-08-15,2029-12-31,false,true
2025-06-01,2025-06-30,341,VNDR_3X4SNI,2025-06-23,216598,Acc_598d56,69040.0,Prod_68678683,,24.0,15.97,14.19,1.0,2.0,12.0,24.0,2024-08-15,2029-12-31,true,true
2025-06-01,2025-06-30,341,VNDR_3X4SNI,2025-06-25,216629,Acc_aad449,69040.0,Prod_68678683,,12.0,15.97,15.22,1.0,1.0,12.0,12.0,2024-08-15,2029-12-31,true,true
2025-06-01,2025-06-30,306,VNDR_41N4OZ,2025-06-02,216119,Acc_aad449,70277.0,Prod_30176815,,12.0,9999.0,14.37,1.0,1.0,12.0,12.0,2024-09-01,2029-12-31,true,true
2025-06-01,2025-06-30,306,VNDR_41N4OZ,2025-06-25,216629,Acc_aad449,70277.0,Prod_30176815,,12.0,9999.0,14.69,1.0,1.0,12.0,12.0,2024-09-01,2029-12-31,true,true
2025-06-01,2025-06-30,9,VNDR_93N529,2025-06-10,216302,Acc_b79244,70576.0,Prod_21090872,,6.0,9999.0,38.88,1.0,1.0,12.0,12.0,2024-05-01,2025-05-11,true,false
2025-06-01,2025-06-30,9,VNDR_93N529,2025-06-12,216355,Acc_e94947,70576.0,Prod_21090872,,6.0,9999.0,34.72,1.0,1.0,12.0,12.0,2024-05-01,2025-05-11,true,false
